codigo,nombre,Tipo_persona,nacionalidad,sexo biológico,fecha n,fecha m,profesiones-wikidata,Profesiones-otrasfuentes,Descripciones-url-datos,numero_revista,nombre_articulo,pagina,Naturaleza del artículo,ESTILO PRINCIPAL / INTENCIONALIDAD,GÉNERO,ESPECIE / SUBGÉNERO,Ilustraciones/Fotografías (Sí/No),Número de imágenes,Tipo_firma,grado,codigo_revista,dc.title,dc.contributor.editor,dc.date.issued,dc.publisher,dc.description.abstract
A49,Juan J. Herranz,Nombre real,España,m,29-08-1839,1912-03-01 0:00:00,"Político, periodista, libretista, censor teatral",,,R6,Equilibrio,15,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R6,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 5)","Hernández, Julio S, 1853-1906, dir.",16/11/1905,Lima: [s. n.],"Este número de Prisma dedica varias páginas al intelectual Ricardo Palma: presenta una tradición inédita, una remembranza sobre su gestión en la Biblioteca Nacional del Perú y una fotografía que retrata a Palma en su despacho de la Biblioteca Nacional. Recoge poemas y escritos de diferentes autores en torno a la figura de la muerte. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A227,Juan José Soiza Reilly,Nombre real,Argentina,m,19-05-1880,1959-03-19 0:00:00,"Periodista, escritor",,,R56,Un crítico terrible,9,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Retrato Periodístico,Semblanza,Sí,4,Con su nombre real,1,R56,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 54)","Palma, Clemente, 1872-1946, dir.",31/08/1907,Lima: [s. n.],"Presenta el plano del Canal de Panamá y ofrece detalles de cómo fue realizada la obra, las excavaciones hechas por las empresas francesas desde 1880 a 1903 y las realizará el gobierno de EE.UU, para dar cima a la obra. Recoge cuentos, poemas y relatos de varios autores, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A155,Juan Miguel Pérez,Se desconoce,-,-,,,,,,R30,Jorge Stéphenson: inventor de la locomora y el riel,14,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R30,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 28)","[s.n.],,, dir.",16/12/1906,Lima: [s. n.],"Presenta un discurso sobre el político Jorge Polar y su apoyo a la revista El Ateneo de Lima. Dedica un artículo a Carlos Germán Amézaga, director de la revista Prisma, debido a su fallecimiento. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A206,Juan Perez Zuñiga,Nombre real,España,m,18-10-1860,1938-11-05 0:00:00,"Periodista, escritor, novelista, poeta",,,R45,La novatada,8,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,1,Con su nombre real,1,R45,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 43)","Palma, Clemente, 1872-1946, dir.",15/06/1907,Lima: [s. n.],"Describe en uno de sus artículos los salones literarios del siglo XVII como espacios de manifestación de la cultura francesa en donde las ideas se unían al intercambio cultural. Se exponen también relatos sobre los colegios de religiosas domínicas, en donde las niñas estaban bajo la instrucción de ilustradas y rígidas monjas francesas. Se presentan poemas, artículos y fotografías de eventos sociales y políticos de la alta sociedad peruana."
A206,Juan Perez Zuñiga,Nombre real,España,m,18-10-1860,1938-11-05 0:00:00,"Periodista, escritor, novelista, poeta",,,R59,Cosa inútil y curiosa,3,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,1,R59,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 57)","Palma, Clemente, 1872-1946, dir.",21/09/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A221,Julio A. Hernandez,Nombre real,Perú,m,08-02-1886,,"Periodista, escritor",,,R53,Nuevo sistema de transporte,4-5,Republicación,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Prensa informativa,Nota periodística,Sí,5,Con su nombre real,1,R53,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 51)","Palma, Clemente, 1872-1946, dir.",10/08/1907,Lima: [s. n.],"Refiere cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A221,Julio A. Hernandez,Nombre real,Perú,m,08-02-1886,,"Periodista, escritor",,,R59,Los universitarios Yankees,4-5,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica periodística,Sí,3,Con su nombre real,2,R59,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 57)","Palma, Clemente, 1872-1946, dir.",21/09/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A182,Julio Renard,Nombre real,Francia,m,22-02-1864,1910-04-22 0:00:00,"Escritor, aforista, dramaturgo, novelista, diarista, crítico literario, poeta",,,R36,El álfiler,21,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R36,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 34)","Palma, Clemente, 1872-1946, dir.",16/03/1907,Lima: [s. n.],"Presenta un ensayo sobre las políticas y estrategias educacionales llevadas a cabo por el Estado peruano donde destaca la contratación de maestros extranjeros y el envío de estudiantes peruanos a Europa. Registra la construcción de la defensa del puerto del Callao en el siglo XVII y XVIII. Expone fotografías de los balnearios del Callao. Aborda el americanismo del que sostiene que mientras más americana es una obra artística menos artística e interesante resulta debido a su falta de emoción estética y a su profuso regionalismo. Describe impresiones de viaje al Sacsahuamán en Cusco. Recoge un poema de Rubén Darío, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A1,Julio S. Hernández,Nombre real,Perú,m,1863,1921,,,,R1,Razón de ser,2,Original,De Opinión (Discurso centrado en el juicio y la persuasión),Artículo de opinión,Editorial,No,0,Con su nombre real,2,R1,"Prisma: revista ilustrada, de artes, letras, etc. (Edición extraordinaria, agosto 1905)","Hernández, Julio S, 1853-1906, dir.",16/08/1905,Lima: [s. n.],"Primera edición de la revista Prisma ofrecida por los editores como muestra y prospecto de su contenido futuro. En esta edición se presenta el significado de la elección de Prisma como nombre de la revista. Contiene el capítulo III de la novela Una mujer como hay muchas de Ricardo García Rosell, así como uno de los capítulos de una novela inédita de Javier Prado Ugarteche. Describe en un breve artículo la obra pictórica de Daniel Hernández. Recoge poemas de Rubén Darío y Ricardo Palma. Contiene una fotografía de la construcción del Banco del Perú y Londres, presenta un reportaje fotográfico sobre las fiestas patrias."
A1,Julio S. Hernández,Nombre real,Perú,m,1863,1921,,,,R1,Gama,13,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,Sí,1,Con su nombre real,2,R1,"Prisma: revista ilustrada, de artes, letras, etc. (Edición extraordinaria, agosto 1905)","Hernández, Julio S, 1853-1906, dir.",16/08/1905,Lima: [s. n.],"Primera edición de la revista Prisma ofrecida por los editores como muestra y prospecto de su contenido futuro. En esta edición se presenta el significado de la elección de Prisma como nombre de la revista. Contiene el capítulo III de la novela Una mujer como hay muchas de Ricardo García Rosell, así como uno de los capítulos de una novela inédita de Javier Prado Ugarteche. Describe en un breve artículo la obra pictórica de Daniel Hernández. Recoge poemas de Rubén Darío y Ricardo Palma. Contiene una fotografía de la construcción del Banco del Perú y Londres, presenta un reportaje fotográfico sobre las fiestas patrias."
A1,Julio S. Hernández,Nombre real,Perú,m,1863,1921,,,,R2,Comentarios a la biblia,13,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R2,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 1)","Hernández, Julio S, 1853-1906, dir.",15/09/1905,Lima: [s. n.],"Recoge artículos sobre estudio de lenguas indígenas, arte japonés y occidental y personajes peruanos destacados. En sus páginas presenta relatos y poemas de varios autores, que se entremezclan con fotografías de eventos sociales y personajes de la política y la alta sociedad peruana."
A1,Julio S. Hernández,Nombre real,Perú,m,1863,1921,,,,R6,Sicut nubis quasi navis velut umbra,5,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,Sí,1,Con su nombre real,2,R6,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 5)","Hernández, Julio S, 1853-1906, dir.",16/11/1905,Lima: [s. n.],"Este número de Prisma dedica varias páginas al intelectual Ricardo Palma: presenta una tradición inédita, una remembranza sobre su gestión en la Biblioteca Nacional del Perú y una fotografía que retrata a Palma en su despacho de la Biblioteca Nacional. Recoge poemas y escritos de diferentes autores en torno a la figura de la muerte. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A1,Julio S. Hernández,Nombre real,Perú,m,1863,1921,,,,R8,El símbolo,2-3,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica histórica,Sí,4,Con su nombre real,2,R8,"Prisma: revista ilustrada, de artes, letras, etc. (Edición extraordinaria a la gloria de Francisco Bolognesi)","Hernández, Julio S, 1853-1906, dir.",15/12/1905,Lima: [s. n.],"Edición especial de la revista Prisma con motivo de la inauguración del monumento al héroe nacional Francisco Bolognesi. Registra diferentes acontecimientos en relación a la inauguración del monumento y a la visita de Roque Sáenz Peña, político argentino combatiente en la Guerra del Pacífico, presenta una tradición escrita por Ricardo Palma sobre Francisco Bolognesi. Ofrece diferentes vistas de la ceremonia de inauguración del monumento a Bolognesi."
A207,Klingsor,Seudónimo,-,-,,,,,,R45,“A través de un prisma”,15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,8,Con seudónimo,2,R45,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 43)","Palma, Clemente, 1872-1946, dir.",15/06/1907,Lima: [s. n.],"Describe en uno de sus artículos los salones literarios del siglo XVII como espacios de manifestación de la cultura francesa en donde las ideas se unían al intercambio cultural. Se exponen también relatos sobre los colegios de religiosas domínicas, en donde las niñas estaban bajo la instrucción de ilustradas y rígidas monjas francesas. Se presentan poemas, artículos y fotografías de eventos sociales y políticos de la alta sociedad peruana."
A207,Klingsor,Seudónimo,-,-,,,,,,R46,“A través de un prisma”,15,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,Sí,3,Con seudónimo,2,R46,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 44)","Palma, Clemente, 1872-1946, dir.",22/06/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana. En este ejemplar continúa la novela Mi tío Barbassou del autor Mario Uchard."
A207,Klingsor,Seudónimo,-,-,,,,,,R49,"Crónica de la semana: ""a través de un prisma""",14,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica social,No,0,Con seudónimo,2,R49,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 47)","Palma, Clemente, 1872-1946, dir.",13/07/1907,Lima: [s. n.],"Recoge poesías de José Santos Chocano, destacado poeta peruano. Describe de manera detallada la provincia de Cajamarca, su ciudad homónima, que cobijó al último representante del poder imperial del Tahuantinsuyo, y fue escenario de la más grande de las felonías y holocaustos, presenta poemas de varios autores, relatos varios así como fotografías de eventos sociales de personajes y políticos peruanos."
A207,Klingsor,Seudónimo,-,-,,,,,,R51,Breves notas de peruanos ilustres,18-20,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica histórica,No,0,Con seudónimo,2,R51,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 49)","Palma, Clemente, 1872-1946, dir.",28/07/1907,Lima: [s. n.],"Presenta una tradición de Ricardo Palma que retrata “El baile de la Victoria” considerado como el baile más fastuoso de la historia republicana peruana, llevado a cabo en el año de 1853 durante el gobierno del general Rufino Echenique. Según Palma, la fastuosidad del baile en detrimento de las clases desfavorecidas desató la guerra civil. Castilla se levantó en armas y venció finalmente al general Echenique, esposo de doña Victoria, en la batalla de La Palma, en enero de 1855. Expone fotografías de objetos históricos de la Independencia del Perú como actas, medallas, espadas, etc, presenta fotografías de Francisco Pizarro como el primer español llegado al Perú y José Ramón Rodil como último español en Perú. Contiene fotografías del primer presidente del Perú José de la Riva Agüero y el presidente de la época José Pardo. Recoge artículos y poemas de varios autores."
A207,Klingsor,Seudónimo,-,-,,,,,,R56,"""A través de un prisma""",13,Original,De Opinión (Discurso centrado en el juicio y la persuasión),Artículo de opinión,Opinión,No,0,Con seudónimo,2,R56,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 54)","Palma, Clemente, 1872-1946, dir.",31/08/1907,Lima: [s. n.],"Presenta el plano del Canal de Panamá y ofrece detalles de cómo fue realizada la obra, las excavaciones hechas por las empresas francesas desde 1880 a 1903 y las realizará el gobierno de EE.UU, para dar cima a la obra. Recoge cuentos, poemas y relatos de varios autores, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A207,Klingsor,Seudónimo,-,-,,,,,,R59,"""A través de un prisma""",11,Original,De Opinión (Discurso centrado en el juicio y la persuasión),Artículo de opinión,Opinión,Sí,1,Con seudónimo,2,R59,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 57)","Palma, Clemente, 1872-1946, dir.",21/09/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A207,Klingsor,Seudónimo,-,-,,,,,,R67,"""A través de un prisma""",3,Original,De Opinión (Discurso centrado en el juicio y la persuasión),Artículo de opinión,Opinión,No,0,Con seudónimo,2,R67,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 65)","Palma, Clemente, 1872-1946, dir.",16/11/1907,Lima: [s. n.],"Presenta una de las tantas tradiciones de Ricardo Palma titulada “Un general de antaño” que este número de Prisma aparece bajo el título de “El buen consejo de un general”. Recoge el poema “Pájaros de las islas” de Rubén Darío, es uno de los tantos versos que incluyen a la rosa para evocar características espirituales y/o físicas de las personas, objetos y espacios que evocan rasgos emotivos, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana."
A207,Klingsor,Seudónimo,-,-,,,,,,R69,"""A través de un prisma""",5-6,Original,De Opinión (Discurso centrado en el juicio y la persuasión),Artículo de opinión,Opinión,No,0,Con seudónimo,2,R69,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 67)","Palma, Clemente, 1872-1946, dir.",30/11/1907,Lima: [s. n.],"Recoge poemas, artículos, relatos y fotografías de eventos sociales de la alta sociedad peruana, presenta fotografías de las maniobras militares de 1907."
A19,L. Cortes,Nombre real,-,-,,,,,,R2,A Carmelita,5,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R2,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 1)","Hernández, Julio S, 1853-1906, dir.",15/09/1905,Lima: [s. n.],"Recoge artículos sobre estudio de lenguas indígenas, arte japonés y occidental y personajes peruanos destacados. En sus páginas presenta relatos y poemas de varios autores, que se entremezclan con fotografías de eventos sociales y personajes de la política y la alta sociedad peruana."
A210,L. Hernandez,Nombre real,-,-,,,,,,R47,A mi ahijado que quiere ser sacerdote,3,Republicación,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Prosa poética,No,0,Con su nombre real,1,R47,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 45)","Palma, Clemente, 1872-1946, dir.",29/06/1907,Lima: [s. n.],"Recoge relatos y poemas de varios autores, entre ellos un relato oriental, que se entremezclan con fotografías de eventos sociales y personajes de la política y la alta sociedad peruana. En este ejemplar continúa la novela “Mi tío Barbassou"" del autor Mario Uchard."
A101,Lastenia Larriva de Llona,Nombre real,Perú,f,06-05-1848,1924-09-24 0:00:00,"Poeta, escritora, periodista",,,R18,A mi nietecita Piedad de la Jara y Loret de Mola,12,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R18,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 16)","Amézaga, Carlos Germán, 1862-1906, dir.",16/06/1906,Lima: [s. n.],"Presenta artículos sobre los monumentos de la cultura Inca en el Cusco, la actualidad escénica en Francia, y la construcción y diseño de una recoba en Arequipa a cargo de Pedro E, paulet. Recoge un poema de Felipe Pardo y Aliaga con motivo de su centenario. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A101,Lastenia Larriva de Llona,Nombre real,Perú,f,06-05-1848,1924-09-24 0:00:00,"Poeta, escritora, periodista",,,R20,A mi hija María Eugenia,16,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,Sí,1,Con su nombre real,2,R20,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 18)","Amézaga, Carlos Germán, 1862-1906, dir.",16/07/1906,Lima: [s. n.],"Dedica una semblanza a la vida y obra de Julio S. Hernández, director de la revista Prisma, debido a su fallecimiento. Contiene un artículo sobre la obra teatral Lima por dentro de Manuel Moncloa y Covarrubias, padre e hijo, presentada en el Teatro Olimpo, presenta descripciones de viajes a Londres. Recoge variados poemas y relatos, entre ellos frases de Emilio Castelar puestas en rima por Ricardo Palma. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A101,Lastenia Larriva de Llona,Nombre real,Perú,f,06-05-1848,1924-09-24 0:00:00,"Poeta, escritora, periodista",,,R27,Mi ruego,14,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R27,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 25)","Amézaga, Carlos Germán, 1862-1906, dir.",1/11/1906,Lima: [s. n.],"Presenta un ensayo sobre la naturaleza, formación y clasificación del carácter, publica una breve nota con vistas fotográficas a la ciudad de Jauja con motivo de la iniciación de los trabajos de construcción del ferrocarril, así como un reportaje fotográfico a la Cerro de Pasco Mining Company. Recoge poemas entre los que destaca uno dedicado al Señor de los Milagros, escrito por Carlos Germán Amézaga , presenta una ilustración de la fachada de la Biblioteca Nacional, proyecto del arquitecto E. Lattini. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A101,Lastenia Larriva de Llona,Nombre real,Perú,f,06-05-1848,1924-09-24 0:00:00,"Poeta, escritora, periodista",,,R29,En el gran sendero,14-15,Original,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,2,R29,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 27)","Amézaga, Carlos Germán, 1862-1906, dir.",1/12/1906,Lima: [s. n.],"Recoge una tradición de Ricardo Palma y un relato de Rubén Darío. Describe en un artículo las articulaciones sociales y progreso económico de los chinos emigrados a Singapur. Expone fotografías de las instalaciones eléctricas ejecutadas por las Empresas Eléctricas Asociadas en Chosica, presenta registros fotográficos de la huelga de los obreros de las compañías de vapores en el Callao. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A101,Lastenia Larriva de Llona,Nombre real,Perú,f,06-05-1848,1924-09-24 0:00:00,"Poeta, escritora, periodista",,,R32,A la noticia de la muerte de Carlos Germán Amézaga,10,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R32,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 30)","Palma, Clemente, 1872-1946, dir.",16/01/1907,Lima: [s. n.],"Presenta un artículo sobre las virtudes del samurái en la justicia, caballerosidad, heroísmo y religión. Analiza la obra de Pancho Fierro como arte popular. Recoge poemas de Charles Baudelaire. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A101,Lastenia Larriva de Llona,Nombre real,Perú,f,06-05-1848,1924-09-24 0:00:00,"Poeta, escritora, periodista",,,R35,Antitesis,9,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R35,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 33)","Palma, Clemente, 1872-1946, dir.",01/03/1907,Lima: [s. n.],"Analiza la poética del español Francisco de Villaespesa. Indaga sobre los orígenes del nombre del Callao. Contiene fotografías del balneario de La Punta. Recoge un relato de Guy de Maupassant, una tradición de Ricardo Palma y un poema de Rubén Darío, publica los resultados de una encuesta realizada por una revista francesa a sus suscriptoras, en la que se pregunta: ¿soís feliz de ser mujer?, ¿prefiríais ser hombre? y ¿qué carrera habríais seguido si hubieraís sido hombre? Publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A101,Lastenia Larriva de Llona,Nombre real,Perú,f,06-05-1848,1924-09-24 0:00:00,"Poeta, escritora, periodista",,,R43,¡Hasta el cielo!: en la muerte de mi esposo Numa Pompilio Llona,9-10,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R43,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 41)","Palma, Clemente, 1872-1946, dir.",01/06/1907,Lima: [s. n.],"Menciona en una nota conmemorativa el fallecimiento de Monseñor Manuel Tovar, arzobispo de Lima, quien fuese en vida un literato distinguido por su talento y su cultura. Recoge relatos, críticas literarias, crónicas y poemas, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A101,Lastenia Larriva de Llona,Nombre real,Perú,f,06-05-1848,1924-09-24 0:00:00,"Poeta, escritora, periodista",,,R46,Ayer y hoy,3,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,2,R46,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 44)","Palma, Clemente, 1872-1946, dir.",22/06/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana. En este ejemplar continúa la novela Mi tío Barbassou del autor Mario Uchard."
A73,Leconte de L'isle,Nombre real,Francia,m,22-10-1818,17-7-1894,Escritor,,,R11,Los elfos,19,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R11,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 9)","Hernández, Julio S, 1853-1906, dir.",01/03/1906,Lima: [s. n.],"Presenta un artículo con fotografías sobre las regiones del oriente peruano recorridas por los ingenieros Cipriani y Kauffman y el marqués Médici de Marignano, como parte de la expedición para el establecimiento de vía férreas. Recoge relatos y poemas de diferente autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A63,León Noel,Se desconoce,-,-,,,,,,R10,Precito!,7,Original,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con seudónimo,2,R10,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 8)","Hernández, Julio S, 1853-1906, dir.",16/02/1906,Lima: [s. n.],"Presenta fotografías de monumentos conmemorativos del 2 de Mayo en los países de Bolivia, Chile, Ecuador y Perú. Contiene fragmentos del poema La leyenda del Caucho de Carlos G. Amézaga. Destaca en la segunda entrega del ensayo de Raimundo Morales sobre lo pintoresco en la literatura peruana, el paisaje como elemento aprovechable para la creación literaria. Recoge relatos y poemas de diferentes autores como Felipe Pardo y Aliaga. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A63,León Noel,Se desconoce,-,-,,,,,,R15,Pelos de punta,11-12,No Determinado,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con seudónimo,1,R15,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 13)","Hernández, Julio S, 1853-1906, dir.",01/05/1906,Lima: [s. n.],"Reproduce fotografías de los edificios de San Francisco de California antes del terremoto de 1906, presenta fotografías de diferentes vistas de los cincos proyectos de monumentos a San Martín seleccionados en el concurso promovido por el Supremo Gobierno. Recoge poemas y relatos de varios autores entre ellos el poema de Manuel Ascencio Segura. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A63,León Noel,Se desconoce,-,-,,,,,,R9,Cronos,19,Original,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con seudónimo,2,R9,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 7)","Hernández, Julio S, 1853-1906, dir.",01/02/1906,Lima: [s. n.],"Contiene artículos sobre el carácter de las mujeres peruanas y argentinas desde una perspectiva androcentrista, presenta un artículo que describe las impresiones de viaje a Londres, publica la primera entrega del ensayo de Raimundo morales sobre lo pintoresco en la literatura peruana, donde destaca la historia y tradiciones del Imperio de los Incas como fuente de producción e inspiración literaria. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A239,León Valera,Se desconoce,-,-,,,,,,R62,Edirn y la hamadriada,8-9,No Determinado,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,Sí,4,Con su nombre real,1,R62,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 60)","Palma, Clemente, 1872-1946, dir.",12/10/1907,Lima: [s. n.],"Recoge cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A190,Leopoldo Díaz,Nombre real,Argentina,m,1862,1947,"Abogado, diplomático, poeta, escritor, jurista",,,R38,La atlántida libertada,19,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R38,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 36)","Palma, Clemente, 1872-1946, dir.",16/04/1907,Lima: [s. n.],"Dedica un homenaje póstumo a Numa Pompilio Llona, poeta ecuatoriano colaborador en varios números de la revista Prisma. Recoge el argumento de la obra Princeses d' amour basada en la novela homónima de japonerías, presenta una fotografía de la ceremonia de inauguración de la Universidad de Arequipa, publica la continuación de la novela Mi tío Barbassou de Mario Uchard."
A190,Leopoldo Díaz,Nombre real,Argentina,m,1862,1947,"Abogado, diplomático, poeta, escritor, jurista",,,R49,Mefistófeles,7,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R49,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 47)","Palma, Clemente, 1872-1946, dir.",13/07/1907,Lima: [s. n.],"Recoge poesías de José Santos Chocano, destacado poeta peruano. Describe de manera detallada la provincia de Cajamarca, su ciudad homónima, que cobijó al último representante del poder imperial del Tahuantinsuyo, y fue escenario de la más grande de las felonías y holocaustos, presenta poemas de varios autores, relatos varios así como fotografías de eventos sociales de personajes y políticos peruanos."
A62,Leopoldo Lugones,Nombre real,Argentina,m,13-06-1874,1938-02-18 0:00:00,"Escritor, polímata",,,R50,Dos bellas almas,4,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Narrativo,Cuento,No,0,Con su nombre real,1,R50,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 48)","Palma, Clemente, 1872-1946, dir.",20/07/1907,Lima: [s. n.],"Expone cuentos, poemas y relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
